MESS_DATUM,T_aussen_C,Heizlast_kW
2019070511,22.5,0.0
2019070512,25.3,0.0
2019070513,25.5,0.0
2019070514,25.3,0.0
2019070515,26.2,0.0
2019070516,26.9,0.0
2019070517,25.7,0.0
2019070518,25.8,0.0
2019070519,24.4,0.0
2019070520,21.6,0.0
2019070521,20.7,0.0
2019070522,18.7,71.10990250000005
2019070523,16.8,175.03975999999994
2019070600,16.4,196.91973000000007
2019070601,15.8,229.73968499999998
2019070602,14.7,289.90960250000006
2019070603,13.8,339.1395349999999
2019070604,13.7,0.0
2019070605,14.3,0.0
2019070606,16.8,0.0
2019070607,19.3,0.0
2019070608,21.3,0.0
2019070609,23.8,0.0
2019070610,25.4,0.0
2019070611,26.7,0.0
2019070612,27.8,0.0
2019070613,27.8,0.0
2019070614,27.9,0.0
2019070615,29.0,0.0
2019070616,27.1,0.0
2019070617,25.8,0.0
2019070618,24.0,0.0
2019070619,21.0,0.0
2019070620,18.7,71.10990250000005
2019070621,16.9,169.56976750000007
2019070622,16.5,191.4497375
2019070623,16.0,218.7997
2019070700,15.7,235.20967750000005
2019070701,15.7,235.20967750000005
2019070702,15.1,268.02963250000005
2019070703,14.9,278.96961749999997
2019070704,14.6,0.0
2019070705,14.5,0.0
2019070706,15.1,0.0
2019070707,15.6,0.0
2019070708,16.6,0.0
2019070709,17.4,0.0
2019070710,17.8,0.0
2019070711,19.1,0.0
2019070712,19.2,0.0
2019070713,19.7,0.0
2019070714,20.5,0.0
2019070715,21.4,0.0
2019070716,19.5,0.0
2019070717,19.7,0.0
2019070718,18.5,0.0
2019070719,17.6,0.0
2019070720,16.2,185.619715
2019070721,14.2,317.25956500000007
2019070722,13.2,371.9594900000001
2019070723,11.3,475.88934749999993
2019070800,9.6,568.8792199999999
2019070801,8.5,629.0491374999999
2019070802,7.9,661.8690925000001
2019070803,7.3,694.6890475
2019070804,4.9,803.7288675
2019070805,8.6,512.459145
2019070806,12.0,237.59940000000003
2019070807,13.9,44.78954249999998
2019070808,14.4,0.0
2019070809,15.3,0.0
2019070810,15.2,0.0
2019070811,15.8,0.0
2019070812,16.2,0.0
2019070813,17.8,0.0
2019070814,16.7,0.0
2019070815,18.0,0.0
2019070816,17.8,0.0
2019070817,17.1,0.0
2019070818,17.0,0.0
2019070819,16.1,0.0
2019070820,15.3,234.84964749999997
2019070821,14.0,328.19955
2019070822,12.2,426.659415
2019070823,11.7,454.0093775000001
2019070900,10.2,536.0592650000001
2019070901,9.8,557.9392349999999
2019070902,8.2,645.459115
2019070903,8.0,656.3991
2019070904,9.6,435.51921999999996
2019070905,10.0,35.87925
2019070906,12.3,0.0
2019070907,14.8,0.0
2019070908,15.1,0.0
2019070909,16.6,0.0
2019070910,16.9,0.0
2019070911,17.3,0.0
2019070912,17.8,0.0
2019070913,18.5,0.0
2019070914,19.8,0.0
2019070915,20.2,0.0
2019070916,20.9,0.0
2019070917,19.4,0.0
2019070918,20.3,0.0
2019070919,18.8,0.0
2019070920,16.3,180.14972249999997
2019070921,14.0,328.19955
2019070922,12.9,388.36946750000004
2019070923,10.9,497.7693175
2019071000,9.4,579.819205
2019071001,8.1,650.9291075
2019071002,8.0,656.3991
2019071003,7.4,689.2190549999999
2019071004,6.3,504.9089725
2019071005,6.9,116.56901749999996
2019071006,11.1,0.0
2019071007,12.8,0.0
2019071008,16.2,0.0
2019071009,18.3,0.0
2019071010,20.1,0.0
2019071011,21.9,0.0
2019071012,22.3,0.0
2019071013,24.0,0.0
2019071014,24.1,0.0
2019071015,23.8,0.0
2019071016,23.7,0.0
2019071017,23.3,0.0
2019071018,21.9,0.0
2019071019,19.7,0.0
2019071020,17.9,114.86984250000009
2019071021,16.2,207.85971500000002
2019071022,16.0,218.7997
2019071023,15.3,257.08964749999996
2019071100,15.6,240.67967000000004
2019071101,14.8,284.43960999999996
2019071102,14.9,278.96961749999997
2019071103,14.8,284.43960999999996
2019071104,14.8,0.0
2019071105,15.0,0.0
2019071106,15.4,0.0
2019071107,16.1,0.0
2019071108,16.6,0.0
2019071109,18.9,0.0
2019071110,18.3,0.0
2019071111,18.5,0.0
2019071112,18.8,0.0
2019071113,19.9,0.0
2019071114,22.0,0.0
2019071115,23.0,0.0
2019071116,22.6,0.0
2019071117,21.5,0.0
2019071118,21.0,0.0
2019071119,20.0,0.0
2019071120,19.4,32.81995500000007
2019071121,18.7,71.10990250000005
2019071122,17.6,131.27981999999992
2019071123,16.9,169.56976750000007
2019071200,15.1,268.02963250000005
2019071201,15.5,246.1496625
2019071202,15.4,251.61965499999997
2019071203,15.2,262.55964
2019071204,14.2,0.0
2019071205,15.3,0.0
2019071206,16.7,0.0
2019071207,19.4,0.0
2019071208,21.9,0.0
2019071209,24.0,0.0
2019071210,23.9,0.0
2019071211,24.6,0.0
2019071212,25.0,0.0
2019071213,26.5,0.0
2019071214,23.9,0.0
2019071215,21.9,0.0
2019071216,20.8,0.0
2019071217,20.4,0.0
2019071218,19.8,0.0
2019071219,18.1,0.0
2019071220,17.2,0.0
2019071221,14.9,278.96961749999997
2019071222,15.2,262.55964
2019071223,15.3,257.08964749999996
2019071300,15.6,240.67967000000004
2019071301,14.6,295.37959500000005
2019071302,14.5,300.84958750000004
2019071303,14.0,328.19955
2019071304,14.9,0.0
2019071305,14.9,0.0
2019071306,15.1,0.0
2019071307,15.3,0.0
2019071308,16.3,0.0
2019071309,16.9,0.0
2019071310,18.3,0.0
2019071311,18.6,0.0
2019071312,18.8,0.0
2019071313,19.7,0.0
2019071314,20.3,0.0
2019071315,21.2,0.0
2019071316,21.1,0.0
2019071317,19.6,0.0
2019071318,19.6,0.0
2019071319,18.7,0.0
2019071320,18.3,92.98987249999996
2019071321,17.6,131.27981999999992
2019071322,17.3,147.68979749999997
2019071323,16.1,213.32970749999993
2019071400,15.1,268.02963250000005
2019071401,14.6,295.37959500000005
2019071402,14.6,295.37959500000005
2019071403,14.7,289.90960250000006
2019071404,14.3,0.0
2019071405,14.4,0.0
2019071406,14.4,0.0
2019071407,14.9,0.0
2019071408,15.7,0.0
2019071409,16.0,0.0
2019071410,16.6,0.0
2019071411,16.9,0.0
2019071412,17.3,0.0
2019071413,18.4,0.0
2019071414,18.0,0.0
2019071415,18.0,0.0
2019071416,17.9,0.0
2019071417,17.8,0.0
2019071418,17.3,0.0
2019071419,16.8,0.0
2019071420,16.3,202.38972249999998
2019071421,15.7,235.20967750000005
2019071422,15.4,251.61965499999997
2019071423,15.6,240.67967000000004
2019071500,15.2,262.55964
2019071501,15.3,257.08964749999996
2019071502,14.8,284.43960999999996
2019071503,14.5,300.84958750000004
2019071504,13.5,0.0
2019071505,13.5,0.0
2019071506,13.9,0.0
2019071507,15.1,0.0
2019071508,15.7,0.0
2019071509,15.6,0.0
2019071510,15.7,0.0
2019071511,15.3,0.0
2019071512,15.6,0.0
2019071513,15.8,0.0
2019071514,16.0,0.0
2019071515,16.5,0.0
2019071516,16.8,0.0
2019071517,16.2,0.0
2019071518,16.1,0.0
2019071519,15.9,0.0
2019071520,15.5,246.1496625
2019071521,14.9,278.96961749999997
2019071522,14.9,278.96961749999997
2019071523,13.9,333.6695425
2019071600,13.0,382.899475
2019071601,12.9,388.36946750000004
2019071602,11.8,448.5393849999999
2019071603,10.2,536.0592650000001
2019071604,10.3,0.0
2019071605,11.2,0.0
2019071606,12.3,0.0
2019071607,13.1,0.0
2019071608,14.2,0.0
2019071609,15.3,0.0
2019071610,15.7,0.0
2019071611,15.9,0.0
2019071612,16.3,0.0
2019071613,17.9,0.0
2019071614,18.6,0.0
2019071615,18.9,0.0
2019071616,20.1,0.0
2019071617,19.7,0.0
2019071618,19.1,0.0
2019071619,17.9,0.0
2019071620,16.0,218.7997
2019071621,13.5,355.5495125
2019071622,13.6,350.07952
2019071623,12.0,437.5994
2019071700,11.3,475.88934749999993
2019071701,11.2,481.3593400000001
2019071702,10.1,541.5292575000001
2019071703,9.5,574.3492125
2019071704,9.4,535.339205
2019071705,10.9,364.4093175
2019071706,12.4,37.95942999999999
2019071707,13.5,0.0
2019071708,14.5,0.0
2019071709,15.7,0.0
2019071710,16.6,0.0
2019071711,17.7,0.0
2019071712,17.9,0.0
2019071713,19.0,0.0
2019071714,19.7,0.0
2019071715,20.7,0.0
2019071716,21.1,0.0
2019071717,20.2,0.0
2019071718,20.2,0.0
2019071719,18.7,0.0
2019071720,15.5,246.1496625
2019071721,15.4,251.61965499999997
2019071722,15.8,229.73968499999998
2019071723,13.2,371.9594900000001
2019071800,13.6,350.07952
2019071801,12.6,404.779445
2019071802,13.0,382.899475
2019071803,13.3,366.4894974999999
2019071804,13.0,205.13947499999998
2019071805,13.4,0.0
2019071806,14.7,0.0
2019071807,16.6,0.0
2019071808,19.7,0.0
2019071809,22.0,0.0
2019071810,24.2,0.0
2019071811,25.9,0.0
2019071812,26.2,0.0
2019071813,25.3,0.0
2019071814,23.9,0.0
2019071815,23.6,0.0
2019071816,23.9,0.0
2019071817,23.7,0.0
2019071818,23.5,0.0
2019071819,22.4,0.0
2019071820,21.6,0.0
2019071821,19.0,54.699925
2019071822,19.0,54.699925
2019071823,18.2,98.45986500000004
2019071900,17.7,125.80982750000004
2019071901,17.5,136.7498125
2019071902,16.9,169.56976750000007
2019071903,16.5,191.4497375
2019071904,16.3,91.26972249999997
2019071905,16.1,0.0
2019071906,16.6,0.0
2019071907,17.4,0.0
2019071908,18.6,0.0
2019071909,20.1,0.0
2019071910,21.3,0.0
2019071911,22.2,0.0
2019071912,23.7,0.0
2019071913,24.0,0.0
2019071914,24.8,0.0
2019071915,24.7,0.0
2019071916,24.7,0.0
2019071917,25.1,0.0
2019071918,24.4,0.0
2019071919,22.3,0.0
2019071920,19.4,32.81995500000007
2019071921,17.2,153.15979000000004
2019071922,18.3,92.98987249999996
2019071923,18.8,65.63990999999996
2019072000,17.3,147.68979749999997
2019072001,17.6,131.27981999999992
2019072002,17.1,158.62978249999995
2019072003,17.1,158.62978249999995
2019072004,16.6,8.219744999999937
2019072005,17.9,0.0
2019072006,19.6,0.0
2019072007,22.5,0.0
2019072008,25.1,0.0
2019072009,26.8,0.0
2019072010,27.2,0.0
2019072011,27.9,0.0
2019072012,28.9,0.0
2019072013,24.8,0.0
2019072014,24.9,0.0
2019072015,22.9,0.0
2019072016,23.3,0.0
2019072017,18.7,0.0
2019072018,18.8,0.0
2019072019,18.9,0.0
2019072020,18.4,87.51988000000007
2019072021,18.6,76.57989499999992
2019072022,17.7,125.80982750000004
2019072023,18.0,109.39985
2019072100,17.0,164.099775
2019072101,16.3,202.38972249999998
2019072102,15.8,229.73968499999998
2019072103,14.7,289.90960250000006
2019072104,14.1,189.36955749999996
2019072105,15.4,0.0
2019072106,17.6,0.0
2019072107,17.9,0.0
2019072108,18.6,0.0
2019072109,19.5,0.0
2019072110,20.0,0.0
2019072111,21.8,0.0
2019072112,23.6,0.0
2019072113,23.3,0.0
2019072114,23.7,0.0
2019072115,24.9,0.0
2019072116,25.2,0.0
2019072117,24.6,0.0
2019072118,24.2,0.0
2019072119,22.3,0.0
2019072120,19.4,32.81995500000007
2019072121,16.9,169.56976750000007
2019072122,17.1,158.62978249999995
2019072123,15.6,240.67967000000004
2019072200,15.6,240.67967000000004
2019072201,14.9,278.96961749999997
2019072202,15.2,262.55964
2019072203,14.2,317.25956500000007
2019072204,12.7,288.1894525000001
2019072205,13.7,0.0
2019072206,16.4,0.0
2019072207,19.2,0.0
2019072208,22.8,0.0
2019072209,24.6,0.0
2019072210,25.7,0.0
2019072211,27.1,0.0
2019072212,27.0,0.0
2019072213,27.7,0.0
2019072214,28.5,0.0
2019072215,28.1,0.0
2019072216,29.2,0.0
2019072217,28.5,0.0
2019072218,28.3,0.0
2019072219,26.5,0.0
2019072220,23.0,0.0
2019072221,21.2,0.0
2019072222,19.1,49.229932499999926
2019072223,18.3,92.98987249999996
2019072300,17.3,147.68979749999997
2019072301,16.1,213.32970749999993
2019072302,15.6,240.67967000000004
2019072303,15.4,251.61965499999997
2019072304,15.2,62.559640000000016
2019072305,15.4,0.0
2019072306,19.3,0.0
2019072307,22.5,0.0
2019072308,25.7,0.0
2019072309,28.4,0.0
2019072310,29.5,0.0
2019072311,30.7,0.0
2019072312,32.2,0.0
2019072313,33.1,0.0
2019072314,33.4,0.0
2019072315,33.9,0.0
2019072316,34.4,0.0
2019072317,34.1,0.0
2019072318,33.2,0.0
2019072319,29.7,0.0
2019072320,26.9,0.0
2019072321,27.2,0.0
2019072322,25.6,0.0
2019072323,25.2,0.0
2019072400,24.1,0.0
2019072401,19.5,27.3499625
2019072402,19.5,27.3499625
2019072403,17.8,120.33983499999997
2019072404,20.6,0.0
2019072405,18.4,0.0
2019072406,24.2,0.0
2019072407,27.2,0.0
2019072408,29.3,0.0
2019072409,31.3,0.0
2019072410,34.1,0.0
2019072411,36.2,0.0
2019072412,36.7,0.0
2019072413,37.0,0.0
2019072414,37.9,0.0
2019072415,39.3,0.0
2019072416,38.3,0.0
2019072417,37.6,0.0
2019072418,36.5,0.0
2019072419,33.2,0.0
2019072420,30.8,0.0
2019072421,30.6,0.0
2019072422,29.3,0.0
2019072423,24.4,0.0
2019072500,21.2,0.0
2019072501,24.2,0.0
2019072502,23.6,0.0
2019072503,21.1,0.0
2019072504,21.5,0.0
2019072505,20.2,0.0
2019072506,24.6,0.0
2019072507,26.9,0.0
2019072508,30.2,0.0
2019072509,32.9,0.0
2019072510,35.3,0.0
2019072511,37.4,0.0
2019072512,39.2,0.0
2019072513,39.4,0.0
2019072514,39.2,0.0
2019072515,39.6,0.0
2019072516,39.3,0.0
2019072517,38.6,0.0
2019072518,36.4,0.0
2019072519,34.3,0.0
2019072520,31.7,0.0
2019072521,29.3,0.0
2019072522,29.5,0.0
2019072523,27.8,0.0
2019072600,24.7,0.0
2019072601,22.6,0.0
2019072602,20.3,0.0
2019072603,20.1,0.0
2019072604,19.8,0.0
2019072605,22.3,0.0
2019072606,26.1,0.0
2019072607,29.2,0.0
2019072608,31.1,0.0
2019072609,32.9,0.0
2019072610,34.4,0.0
2019072611,36.7,0.0
2019072612,37.6,0.0
2019072613,38.9,0.0
2019072614,38.1,0.0
2019072615,36.9,0.0
2019072616,29.4,0.0
2019072617,29.0,0.0
2019072618,28.9,0.0
2019072619,28.3,0.0
2019072620,26.0,0.0
2019072621,24.2,0.0
2019072622,23.3,0.0
2019072623,22.1,0.0
2019072700,20.8,0.0
2019072701,21.2,0.0
2019072702,20.8,0.0
2019072703,20.7,0.0
2019072704,20.0,0.0
2019072705,20.9,0.0
2019072706,21.5,0.0
2019072707,22.6,0.0
2019072708,23.1,0.0
2019072709,23.6,0.0
2019072710,23.3,0.0
2019072711,24.9,0.0
2019072712,25.5,0.0
2019072713,26.1,0.0
2019072714,25.5,0.0
2019072715,21.3,0.0
2019072716,20.9,0.0
2019072717,20.4,0.0
2019072718,20.3,0.0
2019072719,19.9,0.0
2019072720,20.1,0.0
2019072721,20.4,0.0
2019072722,20.1,0.0
2019072723,19.9,5.469992500000077
2019072800,19.8,10.939984999999963
2019072801,19.8,10.939984999999963
2019072802,19.6,21.879969999999926
2019072803,19.5,27.3499625
2019072804,19.3,0.0
2019072805,19.0,0.0
2019072806,19.1,0.0
2019072807,19.0,0.0
2019072808,19.3,0.0
2019072809,19.3,0.0
2019072810,20.0,0.0
2019072811,19.7,0.0
2019072812,19.2,0.0
2019072813,19.1,0.0
2019072814,18.5,0.0
2019072815,18.5,0.0
2019072816,18.3,0.0
2019072817,18.0,0.0
2019072818,17.5,47.8698125
2019072819,17.4,97.73980500000008
2019072820,17.1,158.62978249999995
2019072821,17.3,147.68979749999997
2019072822,17.3,147.68979749999997
2019072823,17.4,142.2198050000001
2019072900,16.8,175.03975999999994
2019072901,16.7,180.50975250000002
2019072902,17.0,164.099775
2019072903,17.0,164.099775
2019072904,16.6,97.09974499999994
2019072905,15.6,0.0
2019072906,16.9,0.0
2019072907,17.9,0.0
2019072908,19.2,0.0
2019072909,20.7,0.0
2019072910,20.9,0.0
2019072911,23.2,0.0
2019072912,24.2,0.0
2019072913,25.0,0.0
2019072914,25.8,0.0
2019072915,26.1,0.0
2019072916,26.3,0.0
2019072917,25.7,0.0
2019072918,25.3,0.0
2019072919,23.2,0.0
2019072920,20.3,0.0
2019072921,18.5,82.0498875
2019072922,16.9,169.56976750000007
2019072923,16.1,213.32970749999993
2019073000,14.9,278.96961749999997
2019073001,14.4,306.31958000000003
2019073002,14.3,311.78957249999996
2019073003,12.8,393.83946
2019073004,14.6,162.019595
2019073005,13.7,0.0
2019073006,16.1,0.0
2019073007,20.3,0.0
2019073008,23.9,0.0
2019073009,26.5,0.0
2019073010,27.9,0.0
2019073011,29.7,0.0
2019073012,30.3,0.0
2019073013,29.8,0.0
2019073014,28.9,0.0
2019073015,28.8,0.0
2019073016,27.1,0.0
2019073017,26.6,0.0
2019073018,25.8,0.0
2019073019,23.9,0.0
2019073020,23.3,0.0
2019073021,21.9,0.0
2019073022,20.6,0.0
2019073023,19.5,27.3499625
2019073100,19.8,10.939984999999963
2019073101,18.8,65.63990999999996
2019073102,18.9,60.169917500000075
2019073103,17.6,131.27981999999992
2019073104,17.8,53.699834999999965
2019073105,17.3,0.0
2019073106,18.8,0.0
2019073107,20.7,0.0
2019073108,21.0,0.0
2019073109,22.2,0.0
2019073110,22.8,0.0
2019073111,22.6,0.0
2019073112,22.2,0.0
2019073113,22.1,0.0
2019073114,21.6,0.0
2019073115,22.4,0.0
2019073116,20.0,0.0
2019073117,20.8,0.0
2019073118,20.9,0.0
2019073119,19.1,0.0
2019073120,17.8,120.33983499999997
2019073121,17.2,153.15979000000004
2019073122,15.8,229.73968499999998
2019073123,15.4,251.61965499999997
2019080100,14.8,284.43960999999996
2019080101,13.6,350.07952
2019080102,11.9,443.0693925
2019080103,13.8,339.1395349999999
2019080104,14.3,267.30957249999994
2019080105,14.0,0.0
2019080106,15.2,0.0
2019080107,17.7,0.0
2019080108,19.8,0.0
2019080109,21.7,0.0
2019080110,21.6,0.0
2019080111,23.9,0.0
2019080112,24.4,0.0
2019080113,24.0,0.0
2019080114,24.3,0.0
2019080115,23.8,0.0
2019080116,24.2,0.0
2019080117,24.4,0.0
2019080118,23.3,0.0
2019080119,21.7,0.0
2019080120,20.0,0.0
2019080121,19.2,43.759940000000036
2019080122,18.4,87.51988000000007
2019080123,17.6,131.27981999999992
2019080200,15.8,229.73968499999998
2019080201,15.4,251.61965499999997
2019080202,14.7,289.90960250000006
2019080203,13.7,344.60952750000007
2019080204,13.7,255.72952750000007
2019080205,14.7,0.0
2019080206,16.0,0.0
2019080207,18.6,0.0
2019080208,20.5,0.0
2019080209,21.9,0.0
2019080210,22.1,0.0
2019080211,23.6,0.0
2019080212,24.4,0.0
2019080213,26.1,0.0
2019080214,26.2,0.0
2019080215,22.9,0.0
2019080216,22.0,0.0
2019080217,22.6,0.0
2019080218,21.8,0.0
2019080219,17.8,120.33983499999997
2019080220,17.6,131.27981999999992
2019080221,17.3,147.68979749999997
2019080222,17.4,142.2198050000001
2019080223,17.1,158.62978249999995
2019080300,16.9,169.56976750000007
2019080301,17.1,158.62978249999995
2019080302,16.9,169.56976750000007
2019080303,16.1,213.32970749999993
2019080304,15.9,202.02969249999998
2019080305,16.0,85.43969999999999
2019080306,16.7,0.0
2019080307,17.2,0.0
2019080308,18.5,0.0
2019080309,20.1,0.0
2019080310,19.9,0.0
2019080311,22.6,0.0
2019080312,21.2,0.0
2019080313,21.8,0.0
2019080314,22.7,0.0
2019080315,22.3,0.0
2019080316,22.7,0.0
2019080317,22.6,0.0
2019080318,21.3,0.0
2019080319,19.1,0.0
2019080320,17.4,142.2198050000001
2019080321,15.7,235.20967750000005
2019080322,14.2,317.25956500000007
2019080323,14.6,295.37959500000005
2019080400,13.7,344.60952750000007
2019080401,12.9,388.36946750000004
2019080402,12.5,410.2494375
2019080403,11.6,459.47937
2019080404,11.0,403.419325
2019080405,11.5,0.0
2019080406,13.9,0.0
2019080407,17.0,0.0
2019080408,19.3,0.0
2019080409,21.6,0.0
2019080410,23.3,0.0
2019080411,24.0,0.0
2019080412,24.5,0.0
2019080413,26.0,0.0
2019080414,27.0,0.0
2019080415,27.8,0.0
2019080416,27.5,0.0
2019080417,27.2,0.0
2019080418,26.3,0.0
2019080419,24.5,0.0
2019080420,23.3,0.0
2019080421,22.8,0.0
2019080422,22.5,0.0
2019080423,21.8,0.0
2019080500,21.7,0.0
2019080501,21.7,0.0
2019080502,21.4,0.0
2019080503,20.6,0.0
2019080504,22.2,0.0
2019080505,22.1,0.0
2019080506,18.3,0.0
2019080507,18.2,0.0
2019080508,20.1,0.0
2019080509,22.4,0.0
2019080510,24.4,0.0
2019080511,25.7,0.0
2019080512,26.8,0.0
2019080513,26.7,0.0
2019080514,26.8,0.0
2019080515,26.2,0.0
2019080516,25.4,0.0
2019080517,25.6,0.0
2019080518,24.7,0.0
2019080519,23.8,0.0
2019080520,22.5,0.0
2019080521,21.7,0.0
2019080522,21.1,0.0
2019080523,20.2,0.0
2019080600,19.8,10.939984999999963
2019080601,19.5,27.3499625
2019080602,19.3,38.28994749999996
2019080603,19.4,32.81995500000007
2019080604,18.7,48.86990250000004
2019080605,20.0,0.0
2019080606,19.7,0.0
2019080607,19.9,0.0
2019080608,21.5,0.0
2019080609,22.7,0.0
2019080610,23.1,0.0
2019080611,23.8,0.0
2019080612,25.1,0.0
2019080613,25.1,0.0
2019080614,25.3,0.0
2019080615,26.1,0.0
2019080616,25.0,0.0
2019080617,18.5,0.0
2019080618,18.0,0.0
2019080619,18.2,9.579865000000034
2019080620,18.1,103.92985749999991
2019080621,17.9,114.86984250000009
2019080622,18.1,103.92985749999991
2019080623,17.3,147.68979749999997
2019080700,17.1,158.62978249999995
2019080701,17.4,142.2198050000001
2019080702,16.9,169.56976750000007
2019080703,16.6,185.97974499999992
2019080704,16.7,158.26975250000004
2019080705,17.1,0.0
2019080706,17.5,0.0
2019080707,18.3,0.0
2019080708,20.2,0.0
2019080709,21.4,0.0
2019080710,22.3,0.0
2019080711,22.3,0.0
2019080712,23.2,0.0
2019080713,23.2,0.0
2019080714,24.1,0.0
2019080715,24.4,0.0
2019080716,25.3,0.0
2019080717,23.1,0.0
2019080718,16.3,0.0
2019080719,16.3,157.9097225
2019080720,16.2,207.85971500000002
2019080721,15.9,224.26969249999996
2019080722,15.5,246.1496625
2019080723,15.0,273.499625
2019080800,15.5,246.1496625
2019080801,14.8,284.43960999999996
2019080802,14.7,289.90960250000006
2019080803,14.1,322.7295575
2019080804,14.1,256.0895575
2019080805,14.1,0.0
2019080806,15.7,0.0
2019080807,18.4,0.0
2019080808,19.2,0.0
2019080809,20.7,0.0
2019080810,21.9,0.0
2019080811,19.9,0.0
2019080812,19.5,0.0
2019080813,20.0,0.0
2019080814,21.1,0.0
2019080815,21.3,0.0
2019080816,22.6,0.0
2019080817,23.1,0.0
2019080818,22.6,0.0
2019080819,21.0,0.0
2019080820,20.4,0.0
2019080821,20.3,0.0
2019080822,20.0,0.0
2019080823,18.5,82.0498875
2019080900,16.9,169.56976750000007
2019080901,17.2,153.15979000000004
2019080902,17.4,142.2198050000001
2019080903,17.2,153.15979000000004
2019080904,17.4,97.73980500000008
2019080905,17.9,0.0
2019080906,18.9,0.0
2019080907,20.0,0.0
2019080908,21.3,0.0
2019080909,23.7,0.0
2019080910,23.7,0.0
2019080911,26.0,0.0
2019080912,24.1,0.0
2019080913,24.1,0.0
2019080914,23.6,0.0
2019080915,21.7,0.0
2019080916,21.6,0.0
2019080917,20.2,0.0
2019080918,20.0,0.0
2019080919,20.4,0.0
2019080920,20.7,0.0
2019080921,20.2,0.0
2019080922,19.5,27.3499625
2019080923,20.2,0.0
2019081000,18.6,76.57989499999992
2019081001,18.6,76.57989499999992
2019081002,18.6,76.57989499999992
2019081003,18.3,92.98987249999996
2019081004,17.9,70.38984250000009
2019081005,17.6,0.0
2019081006,19.0,0.0
2019081007,20.5,0.0
2019081008,21.4,0.0
2019081009,21.1,0.0
2019081010,23.1,0.0
2019081011,23.7,0.0
2019081012,23.6,0.0
2019081013,24.3,0.0
2019081014,26.1,0.0
2019081015,26.3,0.0
2019081016,24.7,0.0
2019081017,24.2,0.0
2019081018,23.8,0.0
2019081019,22.3,0.0
2019081020,20.4,0.0
2019081021,19.7,16.409977500000036
2019081022,18.8,65.63990999999996
2019081023,17.2,153.15979000000004
2019081100,17.7,125.80982750000004
2019081101,16.3,202.38972249999998
2019081102,14.9,278.96961749999997
2019081103,15.0,273.499625
2019081104,13.2,349.71949000000006
2019081105,12.3,0.0
2019081106,16.4,0.0
2019081107,18.3,0.0
2019081108,20.0,0.0
2019081109,21.5,0.0
2019081110,21.9,0.0
2019081111,22.7,0.0
2019081112,23.5,0.0
2019081113,22.4,0.0
2019081114,21.7,0.0
2019081115,21.0,0.0
2019081116,20.7,0.0
2019081117,21.1,0.0
2019081118,20.6,0.0
2019081119,17.7,81.32982750000005
2019081120,16.4,196.91973000000007
2019081121,15.6,240.67967000000004
2019081122,15.2,262.55964
2019081123,15.0,273.499625
2019081200,13.9,333.6695425
2019081201,14.0,328.19955
2019081202,13.8,339.1395349999999
2019081203,13.4,361.019505
2019081204,13.8,316.8995349999999
2019081205,13.3,0.0
2019081206,15.1,0.0
2019081207,16.8,0.0
2019081208,18.7,0.0
2019081209,20.6,0.0
2019081210,21.0,0.0
2019081211,21.4,0.0
2019081212,22.4,0.0
2019081213,17.6,0.0
2019081214,15.5,0.0
2019081215,17.5,0.0
2019081216,18.0,0.0
2019081217,15.3,101.56964749999996
2019081218,15.3,145.96964749999995
2019081219,14.4,284.07958
2019081220,14.1,322.7295575
2019081221,13.4,361.019505
2019081222,13.7,344.60952750000007
2019081223,13.6,350.07952
2019081300,13.0,382.899475
2019081301,13.4,361.019505
2019081302,13.1,377.4294825
2019081303,13.1,377.4294825
2019081304,13.5,333.30951250000004
2019081305,13.3,255.36949749999994
2019081306,13.5,0.0
2019081307,14.8,0.0
2019081308,16.2,0.0
2019081309,17.0,0.0
2019081310,17.8,0.0
2019081311,20.3,0.0
2019081312,20.9,0.0
2019081313,20.8,0.0
2019081314,21.1,0.0
2019081315,20.3,0.0
2019081316,17.2,0.0
2019081317,15.5,0.0
2019081318,15.1,0.0
2019081319,14.4,239.67958000000002
2019081320,13.7,344.60952750000007
2019081321,13.0,382.899475
2019081322,12.3,421.1894224999999
2019081323,13.1,377.4294825
2019081400,12.3,421.1894224999999
2019081401,11.1,486.8293325
2019081402,10.3,530.5892725
2019081403,10.0,546.99925
2019081404,10.3,508.3492725
2019081405,8.5,51.28913749999995
2019081406,11.0,0.0
2019081407,13.0,0.0
2019081408,15.4,0.0
2019081409,17.3,0.0
2019081410,18.5,0.0
2019081411,20.3,0.0
2019081412,20.9,0.0
2019081413,21.0,0.0
2019081414,21.8,0.0
2019081415,21.9,0.0
2019081416,22.9,0.0
2019081417,21.7,0.0
2019081418,21.1,0.0
2019081419,20.1,0.0
2019081420,19.1,49.229932499999926
2019081421,19.3,38.28994749999996
2019081422,19.2,43.759940000000036
2019081423,17.4,142.2198050000001
2019081500,16.1,213.32970749999993
2019081501,15.7,235.20967750000005
2019081502,15.4,251.61965499999997
2019081503,15.3,257.08964749999996
2019081504,15.3,257.08964749999996
2019081505,15.0,206.859625
2019081506,15.1,68.02963250000006
2019081507,15.6,0.0
2019081508,17.3,0.0
2019081509,19.6,0.0
2019081510,20.9,0.0
2019081511,21.9,0.0
2019081512,21.2,0.0
2019081513,22.2,0.0
2019081514,22.4,0.0
2019081515,22.1,0.0
2019081516,21.7,0.0
2019081517,18.7,0.0
2019081518,17.6,0.0
2019081519,16.3,157.9097225
2019081520,15.8,229.73968499999998
