MESS_DATUM,T_aussen_C,COP
2019033112,13.3,7.100230414746547
2019033113,12.5,6.847777777777777
2019033114,13.0,7.0034090909090905
2019033115,13.6,7.199766355140194
2019033116,13.3,7.100230414746547
2019033117,12.6,6.878348214285721
2019033118,11.1,6.446652719665278
2019033119,9.5,6.042156862745098
2019033120,8.9,5.903256704980837
2019033121,8.2,5.749067164179102
2019033122,6.1,5.331314878892737
2019033123,4.9,5.118770764119597
2019040100,4.5,5.051639344262295
2019040101,3.0,4.81484375
2019040102,3.5,4.891269841269841
2019040103,2.6,4.755401234567905
2019040104,0.1,4.414756446991406
2019040105,0.4,4.453034682080921
2019040106,2.2,4.697408536585364
2019040107,4.8,5.101821192052982
2019040108,8.0,5.7064814814814815
2019040109,9.8,6.114087301587304
2019040110,11.2,6.473739495798315
2019040111,13.0,7.0034090909090905
2019040112,14.6,7.552696078431381
2019040113,15.8,8.024739583333337
2019040114,16.4,8.283602150537623
2019040115,17.1,8.607541899441351
2019040116,17.1,8.607541899441351
2019040117,16.3,8.239304812834229
2019040118,15.1,7.742462311557797
2019040119,13.3,7.100230414746547
2019040120,12.2,6.757675438596487
2019040121,11.0,6.419791666666666
2019040122,10.1,6.18775100401607
2019040123,9.0,5.925961538461538
2019040200,7.8,5.664522058823532
2019040201,7.6,5.623175182481756
2019040202,7.7,5.643772893772891
2019040203,7.1,5.52240143369176
2019040204,7.4,5.582427536231879
2019040205,7.2,5.542266187050357
2019040206,7.9,5.685424354243537
2019040207,9.4,6.018554687499994
2019040208,10.5,6.288775510204081
2019040209,12.1,6.728165938864635
2019040210,12.0,6.69891304347826
2019040211,13.6,7.199766355140194
2019040212,14.7,7.589901477832507
2019040213,15.0,7.703749999999999
2019040214,15.0,7.703749999999999
2019040215,16.3,8.239304812834229
2019040216,15.9,8.06675392670156
2019040217,12.8,6.940315315315319
2019040218,12.8,6.940315315315319
2019040219,11.7,6.612660944206005
2019040220,9.0,5.925961538461538
2019040221,9.2,5.971899224806198
2019040222,10.4,6.2632113821138145
2019040223,10.7,6.340534979423865
2019040300,10.3,6.237854251012148
2019040301,7.9,5.685424354243537
2019040302,8.6,5.836174242424247
2019040303,8.1,5.7276951672862495
2019040304,7.2,5.542266187050357
2019040305,7.2,5.542266187050357
2019040306,6.5,5.406140350877193
2019040307,6.1,5.331314878892737
2019040308,6.4,5.387237762237757
2019040309,7.1,5.52240143369176
2019040310,7.8,5.664522058823532
2019040311,8.6,5.836174242424247
2019040312,8.8,5.880725190839697
2019040313,9.1,5.948841698841703
2019040314,9.4,6.018554687499994
2019040315,9.5,6.042156862745098
2019040316,7.2,5.542266187050357
2019040317,6.8,5.463652482269505
2019040318,6.9,5.483096085409247
2019040319,6.4,5.387237762237757
2019040320,6.1,5.331314878892737
2019040321,5.6,5.240646258503405
2019040322,5.3,5.1877104377104395
2019040323,5.6,5.240646258503405
2019040400,5.4,5.205236486486482
2019040401,5.1,5.1530100334448194
2019040402,4.8,5.101821192052982
2019040403,4.5,5.051639344262295
2019040404,4.6,5.068256578947372
2019040405,4.5,5.051639344262295
2019040406,4.4,5.035130718954244
2019040407,5.1,5.1530100334448194
2019040408,5.6,5.240646258503405
2019040409,5.8,5.276541095890413
2019040410,6.3,5.368466898954706
2019040411,6.6,5.4251760563380325
2019040412,6.1,5.331314878892737
2019040413,6.2,5.349826388888887
2019040414,6.3,5.368466898954706
2019040415,6.6,5.4251760563380325
2019040416,6.9,5.483096085409247
2019040417,7.2,5.542266187050357
2019040418,6.3,5.368466898954706
2019040419,5.8,5.276541095890413
2019040420,4.7,5.084983498349833
2019040421,4.3,5.018729641693812
2019040422,4.7,5.084983498349833
2019040423,3.1,4.829937304075238
2019040500,3.4,4.875791139240502
2019040501,3.9,4.9541800643086775
2019040502,3.7,4.92252396166134
2019040503,3.5,4.891269841269841
2019040504,3.3,4.860410094637225
2019040505,3.1,4.829937304075238
2019040506,3.1,4.829937304075238
2019040507,4.8,5.101821192052982
2019040508,5.9,5.294673539518896
2019040509,7.2,5.542266187050357
2019040510,7.8,5.664522058823532
2019040511,8.5,5.814150943396226
2019040512,8.6,5.836174242424247
2019040513,8.4,5.7922932330827015
2019040514,8.7,5.858365019011404
2019040515,8.9,5.903256704980837
2019040516,8.7,5.858365019011404
2019040517,8.5,5.814150943396226
2019040518,8.3,5.770599250936332
2019040519,7.9,5.685424354243537
2019040520,7.7,5.643772893772891
2019040521,7.5,5.602727272727273
2019040522,7.2,5.542266187050357
2019040523,7.4,5.582427536231879
2019040600,7.3,5.562274368231049
2019040601,7.5,5.602727272727273
2019040602,7.3,5.562274368231049
2019040603,7.0,5.502678571428571
2019040604,6.9,5.483096085409247
2019040605,7.2,5.542266187050357
2019040606,7.7,5.643772893772891
2019040607,8.6,5.836174242424247
2019040608,9.2,5.971899224806198
2019040609,10.9,6.393153526970948
2019040610,11.8,6.641163793103451
2019040611,14.5,7.515853658536585
2019040612,16.0,8.109210526315788
2019040613,15.8,8.024739583333337
2019040614,16.3,8.239304812834229
2019040615,16.1,8.15211640211641
2019040616,16.0,8.109210526315788
2019040617,16.0,8.109210526315788
2019040618,14.4,7.479368932038827
2019040619,12.5,6.847777777777777
2019040620,9.8,6.114087301587304
2019040621,9.0,5.925961538461538
2019040622,8.0,5.7064814814814815
2019040623,7.0,5.502678571428571
2019040700,6.4,5.387237762237757
2019040701,6.5,5.406140350877193
2019040702,6.1,5.331314878892737
2019040703,6.0,5.312931034482758
2019040704,6.4,5.387237762237757
2019040705,5.7,5.258532423208188
2019040706,5.2,5.170302013422816
2019040707,10.0,6.162999999999999
2019040708,13.2,7.0676605504587116
2019040709,16.4,8.283602150537623
2019040710,17.2,8.655898876404489
2019040711,18.7,9.452453987730054
2019040712,19.1,9.690251572327057
2019040713,19.2,9.751582278481004
2019040714,20.6,10.0
2019040715,19.2,9.751582278481004
2019040716,19.9,10.0
2019040717,19.2,9.751582278481004
2019040718,18.0,9.063235294117646
2019040719,15.0,7.703749999999999
2019040720,13.9,7.302132701421793
2019040721,12.2,6.757675438596487
2019040722,11.8,6.641163793103451
2019040723,9.6,6.065944881889768
2019040800,8.9,5.903256704980837
2019040801,7.1,5.52240143369176
2019040802,7.7,5.643772893772891
2019040803,6.8,5.463652482269505
2019040804,5.6,5.240646258503405
2019040805,5.4,5.205236486486482
2019040806,5.7,5.258532423208188
2019040807,9.1,5.948841698841703
2019040808,10.4,6.2632113821138145
2019040809,11.7,6.612660944206005
2019040810,12.9,6.971719457013567
2019040811,14.9,7.66542288557213
2019040812,16.6,8.373641304347835
2019040813,17.3,8.70480225988701
2019040814,13.5,7.166279069767441
2019040815,15.8,8.024739583333337
2019040816,14.8,7.627475247524756
2019040817,14.3,7.443236714975849
2019040818,13.8,7.267688679245286
2019040819,13.1,7.035388127853888
2019040820,12.8,6.940315315315319
2019040821,12.5,6.847777777777777
2019040822,11.9,6.669913419913413
2019040823,11.1,6.446652719665278
2019040900,10.9,6.393153526970948
2019040901,10.6,6.314549180327874
2019040902,10.0,6.162999999999999
2019040903,9.2,5.971899224806198
2019040904,8.8,5.880725190839697
2019040905,7.7,5.643772893772891
2019040906,8.5,5.814150943396226
2019040907,9.6,6.065944881889768
2019040908,11.6,6.584401709401715
2019040909,12.7,6.909192825112104
2019040910,14.5,7.515853658536585
2019040911,16.9,8.512430939226508
2019040912,17.2,8.655898876404489
2019040913,18.2,9.171130952380945
2019040914,13.5,7.166279069767441
2019040915,13.2,7.0676605504587116
2019040916,13.2,7.0676605504587116
2019040917,13.2,7.0676605504587116
2019040918,13.4,7.133101851851844
2019040919,13.0,7.0034090909090905
2019040920,12.5,6.847777777777777
2019040921,11.8,6.641163793103451
2019040922,10.8,6.366735537190086
2019040923,11.0,6.419791666666666
2019041000,10.5,6.288775510204081
2019041001,9.0,5.925961538461538
2019041002,7.4,5.582427536231879
2019041003,5.8,5.276541095890413
2019041004,4.7,5.084983498349833
2019041005,4.1,4.98624595469256
2019041006,4.3,5.018729641693812
2019041007,6.1,5.331314878892737
2019041008,8.0,5.7064814814814815
2019041009,9.6,6.065944881889768
2019041010,10.8,6.366735537190086
2019041011,12.0,6.69891304347826
2019041012,13.4,7.133101851851844
2019041013,14.2,7.407451923076919
2019041014,14.2,7.407451923076919
2019041015,14.4,7.479368932038827
2019041016,12.8,6.940315315315319
2019041017,12.3,6.787444933920708
2019041018,10.7,6.340534979423865
2019041019,9.0,5.925961538461538
2019041020,7.9,5.685424354243537
2019041021,7.1,5.52240143369176
2019041022,6.5,5.406140350877193
2019041023,4.7,5.084983498349833
2019041100,3.0,4.81484375
2019041101,1.8,4.640813253012049
2019041102,0.6,4.478924418604654
2019041103,0.2,4.4274425287356305
2019041104,-1.3,4.24449035812672
2019041105,-1.3,4.24449035812672
2019041106,-1.1,4.268005540166202
2019041107,5.0,5.135833333333333
2019041108,7.0,5.502678571428571
2019041109,8.4,5.7922932330827015
2019041110,8.9,5.903256704980837
2019041111,9.7,6.089920948616598
2019041112,11.0,6.419791666666666
2019041113,11.6,6.584401709401715
2019041114,12.1,6.728165938864635
2019041115,12.4,6.817477876106187
2019041116,11.8,6.641163793103451
2019041117,10.6,6.314549180327874
2019041118,9.1,5.948841698841703
2019041119,7.5,5.602727272727273
2019041120,6.4,5.387237762237757
2019041121,5.3,5.1877104377104395
2019041122,4.7,5.084983498349833
2019041123,2.6,4.755401234567905
2019041200,1.9,4.6548338368580024
2019041201,2.6,4.755401234567905
2019041202,1.9,4.6548338368580024
2019041203,2.6,4.755401234567905
2019041204,2.7,4.770123839009286
2019041205,2.9,4.799844236760121
2019041206,3.7,4.92252396166134
2019041207,4.5,5.051639344262295
2019041208,4.8,5.101821192052982
2019041209,5.2,5.170302013422816
2019041210,5.2,5.170302013422816
2019041211,5.3,5.1877104377104395
2019041212,5.7,5.258532423208188
2019041213,5.5,5.222881355932203
2019041214,5.9,5.294673539518896
2019041215,5.4,5.205236486486482
2019041216,5.3,5.1877104377104395
2019041217,5.2,5.170302013422816
2019041218,4.4,5.035130718954244
2019041219,4.1,4.98624595469256
2019041220,3.8,4.938301282051284
2019041221,3.8,4.938301282051284
2019041222,3.4,4.875791139240502
2019041223,3.2,4.8451257861635195
2019041300,2.4,4.726226993865027
2019041301,1.6,4.613023952095811
2019041302,1.2,4.55843195266272
2019041303,1.5,4.599253731343283
2019041304,1.7,4.626876876876875
2019041305,1.1,4.544985250737466
2019041306,1.7,4.626876876876875
2019041307,2.9,4.799844236760121
2019041308,3.8,4.938301282051284
2019041309,4.2,5.002435064935063
2019041310,4.8,5.101821192052982
2019041311,6.3,5.368466898954706
2019041312,7.4,5.582427536231879
2019041313,4.8,5.101821192052982
2019041314,6.3,5.368466898954706
2019041315,6.5,5.406140350877193
2019041316,6.5,5.406140350877193
2019041317,4.7,5.084983498349833
2019041318,4.4,5.035130718954244
2019041319,3.1,4.829937304075238
2019041320,1.8,4.640813253012049
2019041321,0.8,4.5051169590643285
2019041322,-0.2,4.3771306818181825
2019041323,-1.4,4.232829670329672
2019041400,-1.7,4.198228882833789
2019041401,-1.9,4.17547425474255
2019041402,-1.5,4.221232876712328
2019041403,-1.2,4.25621546961326
2019041404,-0.9,4.291782729805016
2019041405,-0.3,4.364730878186967
2019041406,0.3,4.440201729106629
2019041407,2.1,4.6831306990881485
2019041408,5.2,5.170302013422816
2019041409,7.0,5.502678571428571
2019041410,8.0,5.7064814814814815
2019041411,9.1,5.948841698841703
2019041412,10.1,6.18775100401607
2019041413,11.6,6.584401709401715
2019041414,11.8,6.641163793103451
2019041415,11.4,6.528601694915247
2019041416,11.2,6.473739495798315
2019041417,10.3,6.237854251012148
2019041418,8.8,5.880725190839697
2019041419,7.1,5.52240143369176
2019041420,5.1,5.1530100334448194
2019041421,4.7,5.084983498349833
2019041422,2.3,4.7117737003058116
2019041423,2.7,4.770123839009286
2019041500,3.2,4.8451257861635195
2019041501,3.5,4.891269841269841
2019041502,3.8,4.938301282051284
2019041503,4.6,5.068256578947372
2019041504,5.1,5.1530100334448194
2019041505,5.3,5.1877104377104395
2019041506,6.1,5.331314878892737
2019041507,7.2,5.542266187050357
2019041508,8.5,5.814150943396226
2019041509,10.5,6.288775510204081
2019041510,12.4,6.817477876106187
2019041511,14.6,7.552696078431381
2019041512,16.5,8.328378378378378
2019041513,16.6,8.373641304347835
2019041514,17.9,9.010233918128643
2019041515,18.2,9.171130952380945
2019041516,17.7,8.906069364161842
2019041517,17.4,8.75426136363635
2019041518,16.3,8.239304812834229
2019041519,14.3,7.443236714975849
2019041520,13.3,7.100230414746547
2019041521,12.4,6.817477876106187
2019041522,11.2,6.473739495798315
2019041523,10.1,6.18775100401607
2019041600,9.4,6.018554687499994
2019041601,8.6,5.836174242424247
2019041602,7.8,5.664522058823532
2019041603,7.2,5.542266187050357
2019041604,6.5,5.406140350877193
2019041605,6.2,5.349826388888887
2019041606,7.9,5.685424354243537
2019041607,10.2,6.212701612903222
2019041608,12.6,6.878348214285721
2019041609,14.6,7.552696078431381
2019041610,16.2,8.19547872340425
2019041611,17.7,8.906069364161842
2019041612,17.9,9.010233918128643
2019041613,18.4,9.281626506024082
2019041614,18.8,9.51080246913581
2019041615,18.7,9.452453987730054
2019041616,18.3,9.226047904191622
2019041617,16.1,8.15211640211641
2019041618,14.5,7.515853658536585
2019041619,12.9,6.971719457013567
2019041620,11.0,6.419791666666666
2019041621,10.4,6.2632113821138145
2019041622,10.4,6.2632113821138145
2019041623,11.8,6.641163793103451
2019041700,11.5,6.556382978723404
2019041701,11.9,6.669913419913413
2019041702,11.2,6.473739495798315
2019041703,10.6,6.314549180327874
2019041704,9.9,6.138446215139436
2019041705,9.8,6.114087301587304
2019041706,9.9,6.138446215139436
2019041707,10.3,6.237854251012148
2019041708,11.7,6.612660944206005
2019041709,12.3,6.787444933920708
2019041710,13.4,7.133101851851844
2019041711,14.1,7.372009569377998
2019041712,15.4,7.860969387755092
2019041713,16.9,8.512430939226508
2019041714,16.6,8.373641304347835
2019041715,16.9,8.512430939226508
2019041716,17.3,8.70480225988701
2019041717,17.3,8.70480225988701
2019041718,16.8,8.465659340659345
2019041719,12.6,6.878348214285721
2019041720,13.2,7.0676605504587116
2019041721,13.2,7.0676605504587116
2019041722,10.4,6.2632113821138145
2019041723,11.7,6.612660944206005
2019041800,13.8,7.267688679245286
2019041801,12.8,6.940315315315319
2019041802,12.5,6.847777777777777
2019041803,11.3,6.501054852320678
2019041804,10.9,6.393153526970948
2019041805,11.5,6.556382978723404
2019041806,12.3,6.787444933920708
2019041807,14.1,7.372009569377998
2019041808,15.8,8.024739583333337
2019041809,17.3,8.70480225988701
2019041810,18.4,9.281626506024082
2019041811,19.8,10.0
2019041812,20.8,10.0
2019041813,21.4,10.0
2019041814,22.0,10.0
2019041815,23.0,10.0
2019041816,23.0,10.0
2019041817,22.3,10.0
2019041818,21.1,10.0
2019041819,19.2,9.751582278481004
2019041820,18.2,9.171130952380945
2019041821,17.1,8.607541899441351
2019041822,16.3,8.239304812834229
2019041823,15.5,7.901282051282051
2019041900,14.7,7.589901477832507
2019041901,13.7,7.2335680751173665
2019041902,12.3,6.787444933920708
2019041903,10.0,6.162999999999999
2019041904,11.7,6.612660944206005
2019041905,11.0,6.419791666666666
2019041906,13.0,7.0034090909090905
2019041907,15.5,7.901282051282051
2019041908,17.7,8.906069364161842
2019041909,19.4,9.87660256410255
2019041910,20.4,10.0
2019041911,22.0,10.0
2019041912,23.4,10.0
2019041913,23.7,10.0
2019041914,24.4,10.0
2019041915,24.1,10.0
2019041916,24.7,10.0
2019041917,23.8,10.0
2019041918,21.1,10.0
2019041919,17.5,8.804285714285713
2019041920,14.7,7.589901477832507
2019041921,14.6,7.552696078431381
2019041922,16.8,8.465659340659345
2019041923,15.8,8.024739583333337
2019042000,15.6,7.942010309278359
2019042001,11.0,6.419791666666666
2019042002,8.5,5.814150943396226
2019042003,10.3,6.237854251012148
2019042004,9.2,5.971899224806198
2019042005,7.5,5.602727272727273
2019042006,10.1,6.18775100401607
2019042007,15.0,7.703749999999999
2019042008,17.4,8.75426136363635
2019042009,19.3,9.81369426751593
2019042010,21.6,10.0
2019042011,23.3,10.0
2019042012,24.3,10.0
2019042013,24.4,10.0
2019042014,24.8,10.0
2019042015,25.5,10.0
2019042016,25.2,10.0
2019042017,24.2,10.0
2019042018,22.5,10.0
2019042019,20.5,10.0
2019042020,19.7,10.0
2019042021,18.0,9.063235294117646
2019042022,16.8,8.465659340659345
2019042023,16.2,8.19547872340425
2019042100,12.5,6.847777777777777
2019042101,9.6,6.065944881889768
2019042102,9.8,6.114087301587304
2019042103,7.7,5.643772893772891
2019042104,6.9,5.483096085409247
2019042105,7.1,5.52240143369176
2019042106,10.9,6.393153526970948
2019042107,14.0,7.336904761904761
2019042108,17.0,8.559722222222222
2019042109,19.9,10.0
2019042110,21.3,10.0
2019042111,22.6,10.0
2019042112,23.4,10.0
2019042113,24.5,10.0
2019042114,24.1,10.0
2019042115,24.4,10.0
2019042116,24.7,10.0
2019042117,24.7,10.0
2019042118,22.5,10.0
2019042119,18.0,9.063235294117646
2019042120,16.7,8.419398907103819
2019042121,15.0,7.703749999999999
2019042122,15.8,8.024739583333337
2019042123,15.3,7.821065989847719
2019042200,15.0,7.703749999999999
2019042201,11.2,6.473739495798315
2019042202,13.4,7.133101851851844
2019042203,8.2,5.749067164179102
2019042204,8.2,5.749067164179102
2019042205,9.1,5.948841698841703
2019042206,13.7,7.2335680751173665
2019042207,15.8,8.024739583333337
2019042208,18.2,9.171130952380945
2019042209,19.9,10.0
2019042210,22.0,10.0
2019042211,23.3,10.0
2019042212,23.9,10.0
2019042213,24.8,10.0
2019042214,25.0,10.0
2019042215,25.5,10.0
2019042216,24.6,10.0
2019042217,23.5,10.0
2019042218,22.0,10.0
2019042219,20.4,10.0
2019042220,18.4,9.281626506024082
2019042221,17.1,8.607541899441351
2019042222,15.8,8.024739583333337
2019042223,14.7,7.589901477832507
2019042300,13.5,7.166279069767441
2019042301,12.6,6.878348214285721
2019042302,11.8,6.641163793103451
2019042303,10.9,6.393153526970948
2019042304,9.7,6.089920948616598
2019042305,10.0,6.162999999999999
2019042306,11.6,6.584401709401715
2019042307,13.8,7.267688679245286
2019042308,15.8,8.024739583333337
2019042309,16.8,8.465659340659345
2019042310,17.4,8.75426136363635
2019042311,19.1,9.690251572327057
2019042312,19.9,10.0
2019042313,20.0,10.0
2019042314,20.5,10.0
2019042315,21.3,10.0
2019042316,21.5,10.0
2019042317,21.1,10.0
2019042318,20.3,10.0
2019042319,19.0,9.6296875
2019042320,18.2,9.171130952380945
2019042321,17.8,8.957848837209308
2019042322,17.3,8.70480225988701
2019042323,16.8,8.465659340659345
2019042400,16.7,8.419398907103819
2019042401,16.7,8.419398907103819
2019042402,17.0,8.559722222222222
2019042403,16.3,8.239304812834229
2019042404,16.0,8.109210526315788
2019042405,15.8,8.024739583333337
2019042406,16.0,8.109210526315788
2019042407,16.4,8.283602150537623
2019042408,17.3,8.70480225988701
2019042409,19.7,10.0
2019042410,22.7,10.0
2019042411,24.7,10.0
2019042412,25.3,10.0
2019042413,24.8,10.0
2019042414,25.1,10.0
2019042415,25.0,10.0
2019042416,25.0,10.0
2019042417,15.9,8.06675392670156
2019042418,12.9,6.971719457013567
2019042419,11.1,6.446652719665278
2019042420,10.1,6.18775100401607
2019042421,9.2,5.971899224806198
2019042422,9.3,5.99513618677043
2019042423,9.2,5.971899224806198
2019042500,8.4,5.7922932330827015
2019042501,8.5,5.814150943396226
2019042502,8.5,5.814150943396226
2019042503,9.1,5.948841698841703
2019042504,8.7,5.858365019011404
2019042505,9.4,6.018554687499994
2019042506,10.2,6.212701612903222
2019042507,12.1,6.728165938864635
2019042508,13.8,7.267688679245286
2019042509,14.7,7.589901477832507
2019042510,16.4,8.283602150537623
2019042511,19.6,10.0
2019042512,19.8,10.0
2019042513,19.4,9.87660256410255
2019042514,20.9,10.0
2019042515,21.0,10.0
2019042516,20.5,10.0
2019042517,18.3,9.226047904191622
2019042518,16.2,8.19547872340425
2019042519,14.6,7.552696078431381
2019042520,13.8,7.267688679245286
2019042521,13.3,7.100230414746547
2019042522,13.0,7.0034090909090905
2019042523,12.1,6.728165938864635
2019042600,10.7,6.340534979423865
2019042601,11.2,6.473739495798315
2019042602,11.5,6.556382978723404
2019042603,10.8,6.366735537190086
2019042604,9.8,6.114087301587304
2019042605,9.4,6.018554687499994
2019042606,9.6,6.065944881889768
2019042607,10.3,6.237854251012148
2019042608,10.7,6.340534979423865
2019042609,11.2,6.473739495798315
2019042610,12.0,6.69891304347826
2019042611,12.7,6.909192825112104
2019042612,13.2,7.0676605504587116
2019042613,14.2,7.407451923076919
2019042614,15.2,7.781565656565651
2019042615,16.4,8.283602150537623
2019042616,15.7,7.983160621761653
2019042617,15.2,7.781565656565651
2019042618,13.5,7.166279069767441
2019042619,10.4,6.2632113821138145
2019042620,10.0,6.162999999999999
2019042621,9.5,6.042156862745098
2019042622,9.7,6.089920948616598
2019042623,7.1,5.52240143369176
2019042700,9.2,5.971899224806198
2019042701,8.9,5.903256704980837
2019042702,8.0,5.7064814814814815
2019042703,7.6,5.623175182481756
2019042704,8.0,5.7064814814814815
2019042705,7.9,5.685424354243537
2019042706,8.7,5.858365019011404
2019042707,9.0,5.925961538461538
2019042708,10.1,6.18775100401607
2019042709,10.8,6.366735537190086
2019042710,10.9,6.393153526970948
2019042711,8.5,5.814150943396226
2019042712,8.9,5.903256704980837
2019042713,9.6,6.065944881889768
2019042714,12.4,6.817477876106187
2019042715,9.1,5.948841698841703
2019042716,9.1,5.948841698841703
2019042717,9.7,6.089920948616598
2019042718,10.1,6.18775100401607
2019042719,8.3,5.770599250936332
2019042720,8.0,5.7064814814814815
2019042721,8.6,5.836174242424247
2019042722,8.0,5.7064814814814815
2019042723,7.9,5.685424354243537
2019042800,7.8,5.664522058823532
2019042801,8.0,5.7064814814814815
2019042802,8.0,5.7064814814814815
2019042803,7.7,5.643772893772891
2019042804,6.7,5.444346289752648
2019042805,7.2,5.542266187050357
2019042806,7.7,5.643772893772891
2019042807,8.0,5.7064814814814815
2019042808,9.0,5.925961538461538
2019042809,9.8,6.114087301587304
2019042810,10.1,6.18775100401607
2019042811,10.2,6.212701612903222
2019042812,11.4,6.528601694915247
2019042813,10.8,6.366735537190086
2019042814,11.0,6.419791666666666
2019042815,11.5,6.556382978723404
2019042816,10.1,6.18775100401607
2019042817,10.8,6.366735537190086
2019042818,11.4,6.528601694915247
2019042819,9.0,5.925961538461538
2019042820,6.7,5.444346289752648
2019042821,5.4,5.205236486486482
2019042822,4.2,5.002435064935063
2019042823,3.9,4.9541800643086775
2019042900,3.6,4.906847133757965
2019042901,2.3,4.7117737003058116
2019042902,2.2,4.697408536585364
2019042903,1.5,4.599253731343283
2019042904,1.2,4.55843195266272
2019042905,1.5,4.599253731343283
2019042906,2.8,4.784937888198759
2019042907,5.0,5.135833333333333
2019042908,7.8,5.664522058823532
2019042909,10.3,6.237854251012148
2019042910,13.5,7.166279069767441
2019042911,13.5,7.166279069767441
2019042912,14.5,7.515853658536585
2019042913,15.4,7.860969387755092
2019042914,15.4,7.860969387755092
2019042915,15.3,7.821065989847719
2019042916,14.7,7.589901477832507
2019042917,14.2,7.407451923076919
2019042918,11.3,6.501054852320678
2019042919,10.9,6.393153526970948
2019042920,11.1,6.446652719665278
2019042921,10.9,6.393153526970948
2019042922,10.1,6.18775100401607
2019042923,10.3,6.237854251012148
2019043000,10.1,6.18775100401607
2019043001,9.5,6.042156862745098
2019043002,9.4,6.018554687499994
2019043003,9.5,6.042156862745098
2019043004,9.5,6.042156862745098
2019043005,9.4,6.018554687499994
2019043006,10.3,6.237854251012148
2019043007,10.9,6.393153526970948
2019043008,11.8,6.641163793103451
2019043009,13.5,7.166279069767441
2019043010,14.4,7.479368932038827
2019043011,15.5,7.901282051282051
2019043012,17.1,8.607541899441351
2019043013,17.3,8.70480225988701
2019043014,17.5,8.804285714285713
2019043015,18.8,9.51080246913581
2019043016,18.0,9.063235294117646
2019043017,17.2,8.655898876404489
2019043018,15.6,7.942010309278359
2019043019,13.6,7.199766355140194
2019043020,11.6,6.584401709401715
2019043021,10.7,6.340534979423865
2019043022,9.1,5.948841698841703
2019043023,8.4,5.7922932330827015
2019050100,7.1,5.52240143369176
2019050101,6.9,5.483096085409247
2019050102,6.0,5.312931034482758
2019050103,5.3,5.1877104377104395
2019050104,6.5,5.406140350877193
2019050105,7.1,5.52240143369176
2019050106,7.4,5.582427536231879
2019050107,7.5,5.602727272727273
2019050108,8.6,5.836174242424247
2019050109,9.4,6.018554687499994
2019050110,10.3,6.237854251012148
2019050111,11.3,6.501054852320678
2019050112,12.5,6.847777777777777
2019050113,13.6,7.199766355140194
2019050114,14.0,7.336904761904761
2019050115,14.7,7.589901477832507
2019050116,15.0,7.703749999999999
2019050117,14.7,7.589901477832507
2019050118,13.4,7.133101851851844
2019050119,11.6,6.584401709401715
2019050120,9.7,6.089920948616598
2019050121,7.9,5.685424354243537
2019050122,7.9,5.685424354243537
2019050123,7.6,5.623175182481756
2019050200,6.5,5.406140350877193
2019050201,5.6,5.240646258503405
2019050202,5.3,5.1877104377104395
2019050203,4.8,5.101821192052982
2019050204,5.2,5.170302013422816
2019050205,6.4,5.387237762237757
2019050206,7.0,5.502678571428571
2019050207,8.2,5.749067164179102
2019050208,9.0,5.925961538461538
2019050209,10.0,6.162999999999999
2019050210,10.7,6.340534979423865
2019050211,12.1,6.728165938864635
2019050212,13.8,7.267688679245286
2019050213,14.7,7.589901477832507
2019050214,15.4,7.860969387755092
2019050215,16.0,8.109210526315788
2019050216,14.4,7.479368932038827
2019050217,10.7,6.340534979423865
2019050218,10.9,6.393153526970948
2019050219,10.7,6.340534979423865
2019050220,10.2,6.212701612903222
2019050221,10.6,6.314549180327874
2019050222,10.4,6.2632113821138145
2019050223,8.1,5.7276951672862495
2019050300,8.0,5.7064814814814815
2019050301,8.0,5.7064814814814815
2019050302,7.9,5.685424354243537
2019050303,8.0,5.7064814814814815
2019050304,7.9,5.685424354243537
2019050305,7.6,5.623175182481756
2019050306,7.5,5.602727272727273
2019050307,7.6,5.623175182481756
2019050308,9.1,5.948841698841703
2019050309,9.5,6.042156862745098
2019050310,10.2,6.212701612903222
2019050311,10.7,6.340534979423865
2019050312,11.5,6.556382978723404
2019050313,12.5,6.847777777777777
2019050314,12.4,6.817477876106187
2019050315,12.1,6.728165938864635
2019050316,10.5,6.288775510204081
2019050317,8.8,5.880725190839697
2019050318,8.9,5.903256704980837
2019050319,8.6,5.836174242424247
2019050320,8.2,5.749067164179102
2019050321,8.1,5.7276951672862495
2019050322,7.6,5.623175182481756
2019050323,7.6,5.623175182481756
2019050400,7.1,5.52240143369176
2019050401,5.4,5.205236486486482
2019050402,4.4,5.035130718954244
2019050403,3.4,4.875791139240502
2019050404,2.5,4.740769230769231
2019050405,1.9,4.6548338368580024
2019050406,2.8,4.784937888198759
2019050407,3.2,4.8451257861635195
2019050408,3.7,4.92252396166134
2019050409,4.3,5.018729641693812
2019050410,7.1,5.52240143369176
2019050411,7.7,5.643772893772891
2019050412,7.2,5.542266187050357
2019050413,5.5,5.222881355932203
2019050414,9.1,5.948841698841703
2019050415,8.3,5.770599250936332
2019050416,9.8,6.114087301587304
2019050417,7.4,5.582427536231879
2019050418,4.5,5.051639344262295
2019050419,4.3,5.018729641693812
2019050420,3.3,4.860410094637225
2019050421,3.0,4.81484375
2019050422,2.6,4.755401234567905
2019050423,2.1,4.6831306990881485
2019050500,1.5,4.599253731343283
2019050501,0.3,4.440201729106629
2019050502,-0.5,4.340140845070422
2019050503,-0.2,4.3771306818181825
2019050504,-0.6,4.3279494382022445
2019050505,0.2,4.4274425287356305
